person1_name,person1_dob,person1_tob,person1_pob,person1_moon_sign,person1_nakshatra,person2_name,person2_dob,person2_tob,person2_pob,person2_moon_sign,person2_nakshatra,varna_score,vashya_score,tara_score,yoni_score,graha_maitri_score,gana_score,bhakoot_score,nadi_score,total_score,compatible
Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,0,1,2,0,6,7,8,25,1
Drew Brees,"January 15, 1979",00:00:00,Austin,Cancer,Punarvasu,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,1,1,3,0,6,7,8,27,1
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,1,0,1,2,5,6,7,0,22,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,0,0,1,0,0,0,7,8,16,0
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,0,2,1,3,3,6,7,8,30,1
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,1,1,1,3,4,1,0,0,11,0
Marco Parolo,"January 25, 1985",12:00:55,"Gallarate, Italy",Pisces,Purva Bhadrapada,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,0,1,1,3,5,0,0,8,18,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,0,2,1,2,0,0,7,0,12,0
Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,1,0,1,3,5,1,0,8,19,1
Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,1,2,1,2,0,6,7,8,27,1
About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,0,1,1,3,5,6,0,0,16,0
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,3,0,1,7,8,22,1
Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,0,1,0,8,14,0
Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,0,0,1,4,3,6,0,8,22,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,Sachin Tendulkar,"April 24, 1973",14:25:00,Mumbai,Sagittarius,Mula,0,2,1,3,0,1,7,8,22,1
About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,0,1,7,8,21,1
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,1,1,1,3,4,6,7,0,23,1
Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,1,2,1,2,3,1,0,8,18,1
Doug Bollinger,"July 24, 1981",12:00:00,Baulkham Hills,Aries,Ashwini,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,1,2,1,3,3,1,0,8,19,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Kelly Marie Miller,"September 16, 1978",07:40:00,"92 W 28, 44 N 0",Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,0,1,1,2,3,6,7,8,28,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,0,0,1,2,0,1,0,8,12,0
About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,About Kuldip Yadav/ Who is Kuldip Yadav ?,"December 14, 1994",12:00:00,Kanpur,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,1,1,1,2,5,1,0,8,19,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,Gautam Gambhir,"October 14, 1981",12:00:00,Delhi,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Andrea Barzagli,"May 08, 1981",12:00:00,"Fiesole, Italy",Gemini,Mrigashira,1,1,1,3,0,5,7,8,26,1
Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,0,1,1,3,5,0,7,8,25,1
Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,Aquarius,Dhanishta,About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,0,1,1,2,5,6,7,8,30,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,1,2,3,4,5,6,7,0,28,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,0,1,1,2,0,6,7,8,25,1
About Digvijay Deshmukh/ Who is Digvijay Deshmukh ?,"April 12, 1998",12:00:00,Ambajogai,Libra,Chitra,About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,0,1,1,3,3,1,7,8,24,1
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,0,0,1,2,0,1,0,8,12,0
Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,2,4,6,7,0,21,1
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,0,0,1,3,0,6,7,8,25,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,1,1,3,0,0,0,8,14,0
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,1,1,2,0,1,7,8,21,1
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,0,1,1,3,0,5,0,0,10,0
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,0,1,1,0,4,6,0,8,20,1
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,1,1,1,2,3,1,7,8,24,1
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,0,1,3,0,0,0,0,5,0
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,Andrea Barzagli,"May 08, 1981",12:00:00,"Fiesole, Italy",Gemini,Mrigashira,1,2,3,3,4,1,0,0,14,0
Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,1,2,3,2,4,5,0,0,17,0
About Virendar Sehwag/ Who is Virendar Sehwag ?,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Terry Bradshaw,"September 12, 1948",11:10:00,Shreveport LA,Sagittarius,Mula,0,1,1,2,0,6,0,8,18,1
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,1,2,1,3,0,0,7,0,14,0
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,1,0,1,2,0,0,7,0,11,0
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,2,3,3,5,6,0,0,20,1
About Virendar Sehwag/ Who is Virendar Sehwag ?,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,0,2,1,2,3,1,0,8,17,0
About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,Terry Bradshaw,"September 12, 1948",11:10:00,Shreveport LA,Sagittarius,Mula,0,2,1,3,0,6,7,8,27,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,About C Hari Nishanth/ Who is C Hari Nishanth ?,"August 16, 1996",13:00:00,Chennai,Leo,Magha,0,0,1,2,0,6,7,8,24,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,1,3,2,5,0,0,8,20,1
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,1,1,2,1,6,0,8,20,1
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,Leonardo Bonucci,"May 01, 1987",12:00:00,"Viterbo, Italy",Taurus,Krittika,1,1,1,3,0,1,7,8,22,1
About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,Antonio Candreva,"February 28, 1987",12:00:00,Rome,Aquarius,Dhanishta,1,2,1,3,3,6,7,8,31,1
About Saurabh Kumar/ Who is Saurabh Kumar ?,"May 1, 1993",12:00:00,Baghpat,Leo,Magha,About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,1,0,1,3,0,6,7,0,18,1
Gautam Gambhir,"October 14, 1981",12:00:00,Delhi,Aries,Ashwini,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,3,4,6,7,0,22,1
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Drew Brees,"January 15, 1979",00:00:00,Austin,Cancer,Punarvasu,1,0,3,3,4,1,0,8,20,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,1,1,3,0,0,7,8,21,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,2,3,4,5,6,7,0,28,1
Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,Kelly Marie Miller,"September 16, 1978",07:40:00,"92 W 28, 44 N 0",Aquarius,Dhanishta,1,2,3,2,5,6,0,0,19,1
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,3,0,1,0,8,15,0
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Leonardo Bonucci,"May 01, 1987",12:00:00,"Viterbo, Italy",Taurus,Krittika,1,0,1,0,3,6,7,0,18,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,1,0,3,3,5,0,0,8,20,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,3,3,6,7,8,29,1
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,1,0,1,3,5,0,0,8,18,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,0,5,7,8,25,1
Doug Bollinger,"July 24, 1981",12:00:00,Baulkham Hills,Aries,Ashwini,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,1,1,3,2,5,1,0,0,13,0
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,0,1,1,2,5,6,0,0,15,0
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Saurabh Kumar/ Who is Saurabh Kumar ?,"May 1, 1993",12:00:00,Baghpat,Leo,Magha,0,0,1,3,0,6,7,0,17,0
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,2,1,3,5,5,7,8,32,1
Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,0,1,1,2,0,1,7,8,20,1
Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,1,1,3,3,4,6,0,8,26,1
About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,1,2,3,3,5,6,0,0,20,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,1,2,3,4,5,6,7,0,28,1
V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,3,5,6,0,0,16,0
Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,0,1,1,3,0,1,7,8,21,1
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,0,1,1,3,0,5,0,0,10,0
Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,0,1,1,3,5,0,0,8,18,1
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,About Utkarsh Singh/ Who is Utkarsh Singh ?,"May 7, 1998",12:00:00,Ranchi,Virgo,Uttara Phalguni,1,1,1,3,0,6,0,0,12,0
Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,Gabriel Paletta,"February 15, 1986",12:00:00,"Longchamps, Buenos Aires, Argentina",Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,4,3,0,0,8,17,0
About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,0,1,1,2,0,0,0,8,12,0
About Prince Balwant Rai Singh/ Who is Prince Balwant Rai Singh ?,"May 5, 1999",12:00:00,Sangrur,Sagittarius,Mula,Sarwanjit Singh,"July 03, 1988",12:00:00,Ludhiana,Aquarius,Dhanishta,1,2,1,3,3,6,7,8,31,1
About Virendar Sehwag/ Who is Virendar Sehwag ?,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,0,0,1,3,0,6,7,0,17,0
Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,0,1,3,4,1,7,8,25,1
Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,1,0,3,3,5,0,0,8,20,1
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Marco Parolo,"January 25, 1985",12:00:55,"Gallarate, Italy",Pisces,Purva Bhadrapada,0,1,1,2,0,0,0,8,12,0
About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,Scorpio,Vishakha,Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,0,1,1,3,5,6,7,8,31,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,0,0,1,2,0,0,7,0,10,0
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,0,1,1,3,3,1,7,8,24,1
Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,1,1,1,2,4,6,7,0,22,1
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,0,1,4,3,6,0,8,23,1
About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,1,0,3,2,5,1,0,8,20,1
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,About Pv Sindhu/ Who is Pv Sindhu ?,"July 5, 1995",12:00:00,Hyderabad,Virgo,Uttara Phalguni,0,2,1,3,4,0,0,8,18,1
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,1,1,3,4,6,7,0,23,1
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,Sarwanjit Singh,"July 03, 1988",12:00:00,Ludhiana,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
About Saurabh Kumar/ Who is Saurabh Kumar ?,"May 1, 1993",12:00:00,Baghpat,Leo,Magha,About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,Sagittarius,Mula,1,0,3,3,5,6,0,8,26,1
Gautam Gambhir,"October 14, 1981",12:00:00,Delhi,Aries,Ashwini,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,3,5,6,0,0,16,0
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,1,1,1,2,4,1,0,0,10,0
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,0,1,1,2,0,5,7,8,24,1
About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,0,1,1,3,4,6,7,0,22,1
Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,0,1,1,2,0,1,7,8,20,1
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,1,1,1,3,4,6,7,0,23,1
Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,Thiago Motta,"August 28, 1982",12:00:00,"So Bernardo do Campo, Sao Paulo, Brazil",Sagittarius,Mula,1,0,3,2,5,6,0,8,25,1
