person1_name,person1_dob,person1_tob,person1_pob,person1_moon_sign,person1_nakshatra,person2_name,person2_dob,person2_tob,person2_pob,person2_moon_sign,person2_nakshatra,varna_score,vashya_score,tara_score,yoni_score,graha_maitri_score,gana_score,bhakoot_score,nadi_score,total_score,compatible
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,Drew Brees,"January 15, 1979",00:00:00,Austin,Cancer,Punarvasu,0,1,1,3,0,1,7,8,21,1
Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,Drew Brees,"January 15, 1979",00:00:00,Austin,Cancer,Punarvasu,0,1,1,2,0,1,7,8,20,1
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,1,1,1,2,0,6,7,8,26,1
Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,1,0,3,3,5,1,0,8,21,1
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,1,2,3,4,5,6,7,0,28,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Kelly Marie Miller,"September 16, 1978",07:40:00,"92 W 28, 44 N 0",Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
About Chris Green/ Who is Chris Green ?,"October 1, 1993",12:00:00,Durban,Pisces,Purva Bhadrapada,Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,1,1,1,2,0,0,0,8,13,0
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,1,0,1,2,0,0,7,0,11,0
About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,2,0,1,0,8,13,0
Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,1,1,1,3,5,0,7,0,18,1
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,1,0,1,2,0,6,7,8,25,1
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,1,2,3,4,5,6,7,0,28,1
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,0,1,1,3,0,6,7,8,26,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,0,1,1,3,0,0,7,8,20,1
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,1,0,1,3,0,0,0,0,5,0
Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,1,2,3,4,5,6,7,0,28,1
About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,Scorpio,Vishakha,About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,0,1,1,0,5,6,0,8,21,1
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,0,0,1,2,0,0,0,0,3,0
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,2,1,2,3,1,0,8,18,1
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,1,2,3,3,5,6,0,0,20,1
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,1,0,3,3,5,1,0,8,21,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,1,1,2,0,6,7,8,25,1
About Virendar Sehwag/ Who is Virendar Sehwag ?,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,0,1,1,2,0,6,0,8,18,1
About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,Marco Parolo,"January 25, 1985",12:00:55,"Gallarate, Italy",Pisces,Purva Bhadrapada,1,2,3,4,5,6,7,0,28,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,1,0,1,3,5,1,0,8,19,1
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,0,1,1,3,0,1,7,8,21,1
Gautam Gambhir,"October 14, 1981",12:00:00,Delhi,Aries,Ashwini,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,1,2,1,2,0,6,7,8,27,1
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,1,1,1,2,4,6,7,0,22,1
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,0,1,2,0,6,7,8,25,1
Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,1,1,3,0,0,0,8,14,0
About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,1,1,1,3,3,6,7,8,30,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,1,0,3,2,5,1,0,8,20,1
Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,0,1,3,5,1,0,8,19,1
About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,2,1,2,5,5,7,8,31,1
About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,0,1,1,0,5,6,0,8,21,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,About Kuldip Yadav/ Who is Kuldip Yadav ?,"December 14, 1994",12:00:00,Kanpur,Aries,Ashwini,0,1,1,3,0,6,7,8,26,1
Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,1,2,3,2,5,0,0,0,13,0
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,1,1,2,5,1,0,8,19,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,Terry Bradshaw,"September 12, 1948",11:10:00,Shreveport LA,Sagittarius,Mula,0,1,1,3,3,0,0,8,16,0
Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,0,1,1,0,4,6,0,8,20,1
Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,2,5,6,7,8,31,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,1,1,3,0,0,7,8,21,1
Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,Thiago Motta,"August 28, 1982",12:00:00,"So Bernardo do Campo, Sao Paulo, Brazil",Sagittarius,Mula,0,2,1,2,3,6,7,8,29,1
Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,0,1,1,3,0,6,7,8,26,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Drew Brees,"January 15, 1979",00:00:00,Austin,Cancer,Punarvasu,1,2,3,3,4,5,0,0,18,1
Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,2,3,4,5,6,7,0,28,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,1,2,3,3,4,5,0,0,18,1
Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,0,2,1,3,3,6,7,8,30,1
About Saurabh Kumar/ Who is Saurabh Kumar ?,"May 1, 1993",12:00:00,Baghpat,Leo,Magha,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,0,0,1,0,5,1,0,8,15,0
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,1,1,3,0,0,7,8,21,1
Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,Thiago Motta,"August 28, 1982",12:00:00,"So Bernardo do Campo, Sao Paulo, Brazil",Sagittarius,Mula,0,2,1,2,0,6,7,8,26,1
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,1,1,1,2,0,6,0,0,11,0
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,0,1,1,2,0,5,0,0,9,0
Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,Michael Nobbs,"January 04, 1954",12:00:00,Australian Alps,Sagittarius,Mula,0,1,1,2,3,0,0,8,15,0
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,1,1,1,3,3,1,7,8,25,1
About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,0,1,1,0,5,6,0,8,21,1
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,1,2,3,2,5,6,0,0,19,1
M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,1,2,3,4,5,6,7,0,28,1
About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,0,0,1,2,0,6,7,8,24,1
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,0,1,1,2,4,6,7,0,21,1
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,About Prince Balwant Rai Singh/ Who is Prince Balwant Rai Singh ?,"May 5, 1999",12:00:00,Sangrur,Sagittarius,Mula,1,0,1,3,5,6,0,8,24,1
Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,4,6,7,0,22,1
Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,2,3,4,5,6,7,0,28,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,0,1,1,2,0,6,7,0,17,0
About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,Aquarius,Dhanishta,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,4,3,0,0,8,17,0
Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,1,1,3,4,6,7,0,23,1
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,Doug Bollinger,"July 24, 1981",12:00:00,Baulkham Hills,Aries,Ashwini,1,0,1,2,5,1,0,8,18,1
Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,1,1,2,0,1,7,8,21,1
About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,Aquarius,Dhanishta,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,2,0,1,0,8,13,0
Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,1,1,1,2,0,6,0,8,19,1
Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,1,1,3,0,1,7,8,22,1
Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,2,1,0,5,0,0,8,17,0
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,0,2,1,3,0,6,7,8,27,1
About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,1,1,3,0,6,7,8,27,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,0,0,1,0,0,0,7,8,16,0
About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,1,0,3,3,5,1,0,8,21,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Antonio Candreva,"February 28, 1987",12:00:00,Rome,Aquarius,Dhanishta,1,2,3,2,5,6,0,0,19,1
Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,1,1,2,0,1,7,8,21,1
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,2,3,4,5,6,7,0,28,1
About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,1,1,3,2,5,1,0,0,13,0
Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,0,1,7,8,21,1
Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,1,1,3,0,6,7,8,27,1
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,1,2,3,3,5,0,0,0,14,0
Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,Andrea Barzagli,"May 08, 1981",12:00:00,"Fiesole, Italy",Gemini,Mrigashira,1,1,1,2,5,1,0,8,19,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,1,1,2,0,5,7,8,25,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,Antonio Candreva,"February 28, 1987",12:00:00,Rome,Aquarius,Dhanishta,1,1,1,3,5,6,7,8,32,1
Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,Antonio Candreva,"February 28, 1987",12:00:00,Rome,Aquarius,Dhanishta,1,1,1,3,5,6,7,8,32,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,0,2,1,2,0,5,7,8,25,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,1,1,1,3,3,6,7,8,30,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,0,0,1,2,0,6,7,0,16,0
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,0,2,1,2,0,6,7,8,26,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,1,1,1,3,5,5,0,0,16,0
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,1,2,1,2,4,0,0,8,18,1
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,0,0,1,3,0,1,0,8,13,0
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,Sarwanjit Singh,"July 03, 1988",12:00:00,Ludhiana,Aquarius,Dhanishta,1,2,3,2,4,1,0,0,13,0
Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,Thiago Motta,"August 28, 1982",12:00:00,"So Bernardo do Campo, Sao Paulo, Brazil",Sagittarius,Mula,0,1,1,3,3,0,0,8,16,0
Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
